EmployeeID,FullName,Age,Gender,Department,Designation,EducationQualification,MonthlySalary,DateOfJoining,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,MaritalStatus,PreviousCompanies,DistanceFromHome,LeavesTaken,City,LeftCompany
EMP20234072,Ivana Srinivas,33,Other,IT,Software Engineer,BA,70152,5/15/2022,3,1,5,52,No,5,4,Married,4,15.5,23,Chennai,No
EMP20234073,Shayak Kulkarni,45,Male,HR,Accounts Officer,BA,17888,4/9/2021,4,3,3,44,Yes,1,1,Married,0,49,1,Delhi,Yes
EMP20234074,Himmat Gour,58,Female,HR,Accounts Officer,Diploma,25330,7/11/2016,9,7,3,39,No,2,2,Single,1,6,18,Chennai,No
EMP20234075,Alia Barad,49,Male,IT,Software Engineer,BA,92457,10/14/2015,10,2,2,31,No,4,2,Divorced,0,42.7,30,Mumbai,Yes
EMP20234076,Ishita Bose,38,Male,Admin,Software Engineer,M.Com,18244,9/22/2020,5,2,4,49,No,4,3,Divorced,5,4,11,Delhi,No
EMP20234077,Nitara Jaggi,57,Female,Accounts,Software Engineer,MBA,40213,9/28/2019,6,1,3,21,No,4,3,Divorced,4,32.9,20,Delhi,No
EMP20234078,Shlok Krishnan,48,Other,Accounts,Sales Associate,MBA,92193,12/17/2017,8,5,3,59,Yes,1,3,Single,0,22.8,23,Kolkata,No
EMP20234079,Trisha Hayre,39,Female,Sales,HR Executive,B.Tech,100138,11/24/2023,2,0,4,39,Yes,4,3,Married,5,28.6,26,Kolkata,No
EMP20234080,Mannat Kara,33,Other,IT,Software Engineer,BA,90421,5/6/2019,6,6,1,58,Yes,4,1,Married,5,12.6,9,Pune,Yes
EMP20234081,Hiran Thakkar,60,Female,Accounts,HR Executive,B.Tech,30482,12/10/2022,3,1,2,46,No,5,3,Married,0,31,19,Bengaluru,Yes
EMP20234082,Aayush Dash,29,Male,IT,HR Executive,Diploma,46048,1/29/2024,1,0,5,31,No,2,3,Divorced,5,37.9,22,Kolkata,Yes
EMP20234083,Samar Bali,55,Male,HR,HR Executive,Diploma,60586,7/4/2023,2,1,3,36,Yes,2,4,Divorced,2,25.7,2,Kolkata,No
EMP20234084,Dhruv Brahmbhatt,25,Female,Sales,Sales Associate,M.Com,49261,6/25/2022,3,3,3,15,No,3,4,Single,2,28.1,13,Hyderabad,Yes
EMP20234085,Anahita Anand,39,Other,HR,Office Assistant,Diploma,46787,1/22/2018,7,2,4,12,Yes,5,3,Single,2,24.8,28,Pune,No
EMP20234086,Vritika Virk,29,Male,Accounts,HR Executive,M.Com,91435,4/9/2022,3,0,5,6,Yes,2,3,Divorced,5,6.1,2,Pune,No
EMP20234087,Arhaan Kala,43,Other,Sales,Accounts Officer,BA,42548,5/29/2022,3,3,5,17,No,5,1,Single,4,10.8,0,Kolkata,Yes
EMP20234088,Gokul Guha,27,Female,Accounts,HR Executive,BA,74462,4/22/2019,6,6,3,38,Yes,1,3,Divorced,4,22.3,4,Pune,No
EMP20234089,Nirvi Babu,58,Other,HR,Accounts Officer,BA,55308,2/6/2021,4,1,2,9,Yes,3,1,Divorced,0,48.6,0,Chennai,Yes
EMP20234090,Vidur Jha,50,Female,HR,HR Executive,BA,57288,7/18/2017,8,6,3,31,No,5,3,Divorced,1,2.9,26,Mumbai,No
EMP20234091,Zeeshan Din,52,Male,Accounts,HR Executive,M.Com,32522,9/20/2020,5,1,2,52,Yes,4,4,Married,3,36.2,23,Pune,No
EMP20234092,Vanya Jaggi,32,Other,IT,HR Executive,Diploma,17439,2/18/2022,3,1,3,58,Yes,2,4,Married,1,5.7,13,Bengaluru,No
EMP20234093,Ahana  Hora,41,Other,Admin,Office Assistant,M.Com,110999,9/28/2021,4,2,2,8,Yes,3,3,Single,4,9,12,Hyderabad,No
EMP20234094,Dhanuk Kumer,50,Other,Admin,Office Assistant,MBA,63628,5/8/2023,2,2,4,50,Yes,5,4,Divorced,2,7,3,Delhi,No
EMP20234095,Sana Thaman,27,Male,Sales,Software Engineer,MBA,104710,6/26/2015,10,10,3,17,No,1,2,Single,3,14.4,3,Chennai,No
EMP20234096,Advik Virk,51,Male,Accounts,HR Executive,Diploma,114793,3/24/2017,8,6,4,41,Yes,4,3,Married,5,15.3,14,Delhi,No
EMP20234097,Sumer Din,34,Other,Sales,Sales Associate,BA,16873,3/24/2017,8,1,2,4,Yes,3,3,Married,3,23.7,24,Chennai,No
EMP20234098,Anahita Ranganathan,60,Male,Sales,Software Engineer,BA,50651,6/12/2023,2,1,3,21,No,3,3,Married,1,6.6,25,Hyderabad,Yes
EMP20234099,Shray Basak,53,Male,Admin,HR Executive,BA,93901,3/31/2017,8,0,4,45,No,2,3,Single,3,17.6,28,Pune,Yes
EMP20234100,Raunak Sankaran,44,Male,Admin,HR Executive,B.Tech,18845,8/18/2019,6,6,1,8,No,4,3,Married,4,9.3,10,Hyderabad,No
EMP20234101,Nishith Salvi,52,Male,IT,Office Assistant,Diploma,111238,3/2/2019,6,4,2,60,Yes,1,2,Divorced,3,4.1,10,Chennai,Yes
EMP20234102,Azad Mallick,54,Other,Accounts,HR Executive,BA,105494,2/19/2021,4,2,2,55,Yes,3,4,Married,5,23.1,4,Hyderabad,No
EMP20234103,Mehul Iyer,24,Male,HR,HR Executive,MBA,24702,2/4/2018,7,2,2,45,No,4,3,Single,0,29.4,10,Pune,No
EMP20234104,Vidur Chowdhury,31,Female,Accounts,Office Assistant,B.Tech,41552,8/18/2018,7,0,1,55,No,4,2,Married,5,31.7,24,Chennai,No
EMP20234105,Aarna Bava,33,Female,HR,HR Executive,M.Com,42560,7/6/2015,10,9,1,19,No,2,2,Divorced,0,27,10,Bengaluru,Yes
EMP20234106,Piya Johal,32,Female,Admin,Software Engineer,BA,35198,12/24/2023,2,0,4,16,No,5,4,Divorced,4,44.9,13,Kolkata,No
EMP20234107,Amira Dhar,37,Female,Admin,Sales Associate,M.Com,117334,12/21/2023,2,2,3,6,Yes,3,3,Divorced,4,37,15,Pune,No
EMP20234108,Nehmat Bhasin,49,Female,Accounts,Accounts Officer,B.Tech,43714,11/7/2020,5,5,4,30,No,2,3,Married,1,9.1,21,Pune,Yes
EMP20234109,Dishani Chaudhari,44,Other,Accounts,HR Executive,B.Tech,82901,8/15/2023,2,0,5,23,Yes,3,3,Divorced,4,33.3,30,Mumbai,No
EMP20234110,Pari Raman,27,Female,Admin,Software Engineer,Diploma,67649,1/8/2022,3,3,2,3,No,4,1,Married,0,45,28,Bengaluru,No
EMP20234111,Purab Ravel,56,Other,Accounts,Software Engineer,MBA,107780,4/22/2024,1,0,2,52,Yes,5,4,Divorced,4,19.8,25,Mumbai,Yes
EMP20234112,Adira Grewal,29,Male,HR,HR Executive,Diploma,40268,1/9/2022,3,2,1,32,No,5,4,Single,2,48.1,2,Bengaluru,No
EMP20234113,Myra Bhat,44,Other,HR,Accounts Officer,MBA,51719,3/12/2016,9,9,3,12,Yes,4,1,Divorced,0,49.8,11,Mumbai,Yes
EMP20234114,Yasmin Bassi,30,Male,HR,Office Assistant,B.Tech,16173,11/19/2022,3,1,3,4,Yes,4,2,Divorced,5,2.8,27,Delhi,No
EMP20234115,Elakshi Shenoy,40,Male,IT,Software Engineer,Diploma,111563,12/13/2015,10,6,3,35,Yes,3,1,Married,4,27,25,Chennai,Yes
EMP20234116,Shalv Lall,53,Other,Accounts,Office Assistant,BA,69687,8/23/2022,3,3,2,55,No,1,1,Single,0,40.5,22,Mumbai,No
EMP20234117,Raunak Reddy,40,Male,IT,Office Assistant,M.Com,69073,3/31/2023,2,0,1,46,Yes,2,1,Divorced,3,38.7,3,Delhi,Yes
EMP20234118,Onkar Loyal,40,Male,Accounts,Sales Associate,MBA,15530,2/5/2023,2,0,4,53,Yes,3,2,Divorced,0,44,2,Kolkata,Yes
EMP20234119,Kanav Bhardwaj,53,Male,Admin,Office Assistant,MBA,95071,7/6/2019,6,4,2,10,No,1,4,Divorced,5,9.5,24,Chennai,Yes
EMP20234120,Jivika Chand,39,Male,Sales,HR Executive,MBA,25780,3/26/2023,2,1,2,52,No,4,1,Married,0,45.9,7,Hyderabad,No
EMP20234121,Parinaaz Suresh,23,Female,Admin,Software Engineer,MBA,32457,3/19/2016,9,3,5,48,Yes,3,2,Married,2,18.5,30,Chennai,Yes
EMP20234122,Rhea Viswanathan,55,Male,Accounts,HR Executive,M.Com,51500,10/9/2015,10,10,3,18,Yes,4,4,Single,4,41.3,24,Bengaluru,No
EMP20234123,Jayesh Bora,57,Other,Accounts,Office Assistant,B.Tech,114736,12/16/2018,7,1,4,18,Yes,3,4,Married,1,9.7,14,Bengaluru,No
EMP20234124,Ayesha Buch,45,Male,IT,Software Engineer,MBA,57926,11/13/2023,2,0,2,38,Yes,1,1,Married,1,39.8,11,Kolkata,Yes
EMP20234125,Inaaya  Cherian,23,Male,IT,Software Engineer,BA,105471,4/9/2017,8,0,5,25,No,2,2,Divorced,5,39.1,12,Bengaluru,No
EMP20234126,Saksham Chahal,36,Other,Sales,HR Executive,Diploma,70661,10/2/2021,4,4,1,23,No,3,1,Married,4,1.6,24,Chennai,No
EMP20234127,Aaina Sastry,24,Other,IT,Sales Associate,B.Tech,19703,8/14/2023,2,1,3,15,Yes,5,1,Married,1,17.3,3,Chennai,Yes
EMP20234128,Drishya Savant,23,Female,Accounts,Software Engineer,MBA,111084,4/19/2022,3,3,5,9,Yes,1,4,Divorced,1,10.3,6,Delhi,No
EMP20234129,Abram Bhalla,25,Male,Admin,Software Engineer,M.Com,49423,9/10/2023,2,2,5,43,Yes,1,1,Married,4,26.4,18,Hyderabad,No
EMP20234130,Shray Kamdar,56,Female,Sales,HR Executive,B.Tech,52215,3/27/2019,6,0,2,59,No,5,4,Married,3,7.2,21,Hyderabad,Yes
EMP20234131,Manjari Issac,31,Male,Accounts,Accounts Officer,Diploma,57104,4/11/2023,2,0,2,55,Yes,2,1,Single,3,32.1,11,Bengaluru,No
EMP20234132,Bhavin Kala,38,Male,Admin,Office Assistant,B.Tech,88678,1/24/2020,5,5,3,53,Yes,1,1,Married,4,2.2,14,Delhi,Yes
EMP20234133,Mannat Chaudhary,25,Other,Accounts,HR Executive,MBA,40262,5/30/2018,7,7,1,27,Yes,3,2,Married,5,4.6,10,Chennai,No
EMP20234134,Stuvan Sani,57,Male,HR,Sales Associate,MBA,79299,4/26/2017,8,3,3,60,No,5,4,Single,0,43.1,6,Pune,No
EMP20234135,Divij Wason,57,Female,IT,Software Engineer,Diploma,87779,11/17/2021,4,1,4,31,Yes,3,2,Divorced,4,14.1,18,Bengaluru,Yes
EMP20234136,Aarav Solanki,24,Male,Accounts,Office Assistant,MBA,107606,12/22/2020,5,5,1,51,Yes,2,4,Married,0,39.7,0,Chennai,Yes
EMP20234137,Mehul Bail,39,Male,IT,Sales Associate,B.Tech,33160,3/27/2021,4,1,4,0,Yes,1,4,Single,5,27.9,29,Pune,No
EMP20234138,Zaina Banerjee,22,Other,Accounts,Accounts Officer,MBA,31934,5/25/2024,1,1,5,37,Yes,1,1,Single,5,46.8,21,Delhi,Yes
EMP20234139,Advik Bhakta,42,Other,Accounts,Sales Associate,Diploma,39775,12/15/2020,5,1,3,50,Yes,1,4,Single,3,21.5,16,Chennai,No
EMP20234140,Romil Raj,29,Other,Accounts,Software Engineer,BA,85791,12/23/2015,10,4,4,25,Yes,3,2,Single,5,31.6,3,Hyderabad,No
EMP20234141,Pihu Desai,28,Female,Accounts,Sales Associate,MBA,50492,10/27/2021,4,1,2,43,Yes,4,4,Married,5,30.2,17,Mumbai,No
EMP20234142,Emir Roy,40,Other,Admin,Software Engineer,B.Tech,108512,9/20/2021,4,1,5,37,No,3,1,Married,0,21.1,11,Hyderabad,No
EMP20234143,Pranay Khatri,46,Male,Accounts,Software Engineer,BA,52577,6/29/2020,5,1,3,44,Yes,4,4,Single,5,47.6,14,Pune,No
EMP20234144,Nayantara Singh,42,Other,HR,Software Engineer,Diploma,85388,5/28/2016,9,7,1,60,Yes,5,4,Married,4,24.8,23,Pune,No
EMP20234145,Raghav Bhalla,48,Other,IT,Software Engineer,BA,75995,1/31/2018,7,3,5,40,Yes,4,2,Divorced,4,26.1,30,Mumbai,No
EMP20234146,Nishith Chatterjee,53,Male,Admin,HR Executive,MBA,37420,4/8/2023,2,0,4,58,No,2,1,Single,0,12,15,Mumbai,No
EMP20234147,Tejas Sehgal,29,Male,Sales,Accounts Officer,M.Com,82586,9/16/2015,10,1,1,39,No,1,2,Single,4,19.9,30,Mumbai,Yes
EMP20234148,Jiya Goswami,42,Female,Admin,Software Engineer,B.Tech,42114,5/31/2020,5,0,2,0,Yes,2,2,Divorced,5,2.3,2,Bengaluru,Yes
EMP20234149,Kismat Vala,27,Female,Sales,Software Engineer,BA,28882,11/16/2021,4,2,3,31,Yes,5,1,Single,4,19,16,Bengaluru,Yes
EMP20234150,Lavanya Master,22,Male,HR,Accounts Officer,Diploma,85484,6/2/2020,5,1,5,15,Yes,4,3,Married,3,37,6,Bengaluru,Yes
EMP20234151,Raghav Kalita,51,Other,HR,Office Assistant,M.Com,35674,4/9/2018,7,6,4,12,No,1,1,Married,4,39.9,20,Mumbai,No
EMP20234152,Abram Kala,58,Other,IT,Office Assistant,M.Com,91230,9/11/2022,3,1,3,43,No,5,4,Married,4,21.5,15,Hyderabad,No
EMP20234153,Renee Kapoor,39,Other,Sales,HR Executive,BA,116128,4/19/2024,1,0,2,25,No,2,1,Single,2,17.8,25,Kolkata,No
EMP20234154,Hansh Soman,24,Male,IT,Office Assistant,MBA,64298,9/1/2018,7,5,4,37,Yes,3,3,Single,0,46.7,14,Hyderabad,No
EMP20234155,Tiya Jaggi,59,Female,HR,HR Executive,B.Tech,34365,5/4/2023,2,2,5,45,No,2,1,Single,5,38.8,26,Mumbai,No
EMP20234156,Vihaan Goyal,51,Male,Accounts,Office Assistant,Diploma,100612,6/30/2017,8,0,4,8,Yes,5,3,Divorced,4,21.7,24,Delhi,No
EMP20234157,Rania Badami,60,Female,HR,Software Engineer,BA,111797,8/26/2022,3,1,1,50,Yes,3,4,Divorced,1,34.3,2,Delhi,No
EMP20234158,Riaan Manda,59,Male,IT,Accounts Officer,MBA,97128,2/25/2019,6,3,3,53,Yes,2,3,Divorced,5,22.4,10,Hyderabad,No
EMP20234159,Jiya Vohra,42,Female,Sales,Office Assistant,M.Com,26363,10/23/2016,9,9,2,43,Yes,4,2,Married,1,3,17,Pune,No
EMP20234160,Ryan Lad,40,Female,Admin,Accounts Officer,Diploma,52066,6/22/2016,9,6,2,13,Yes,3,1,Divorced,0,16,6,Kolkata,Yes
EMP20234161,Himmat Shetty,59,Female,Sales,Accounts Officer,M.Com,106554,10/3/2021,4,2,5,29,Yes,4,4,Single,5,12.5,19,Mumbai,No
EMP20234162,Aniruddh Hegde,25,Other,Sales,Office Assistant,B.Tech,67029,2/16/2023,2,0,2,47,No,5,4,Divorced,1,48.6,11,Bengaluru,No
EMP20234163,Jayant Kala,52,Female,Accounts,Office Assistant,M.Com,93414,11/3/2015,10,7,3,22,Yes,3,2,Divorced,2,26.1,23,Chennai,No
EMP20234164,Kiara Din,47,Female,HR,Sales Associate,M.Com,106149,3/13/2016,9,6,1,21,Yes,4,3,Married,1,33.8,19,Pune,No
EMP20234165,Farhan Chana,30,Female,HR,HR Executive,BA,114148,1/14/2021,4,3,5,9,Yes,4,4,Married,5,37,7,Pune,No
EMP20234166,Aayush Mallick,45,Other,Sales,Software Engineer,M.Com,53314,10/14/2020,5,0,2,57,No,2,4,Single,3,10.2,4,Kolkata,Yes
EMP20234167,Eshani Swamy,25,Male,Admin,Office Assistant,M.Com,83109,8/6/2018,7,3,1,30,Yes,4,1,Married,1,48.5,12,Kolkata,Yes
EMP20234168,Urvi Gupta,35,Male,HR,Accounts Officer,B.Tech,16063,10/28/2019,6,3,3,42,Yes,3,2,Married,0,9.7,16,Bengaluru,No
EMP20234169,Abram Raj,30,Female,IT,Sales Associate,MBA,89019,6/16/2015,10,10,4,44,Yes,4,3,Divorced,1,26.3,21,Hyderabad,No
EMP20234170,Ranbir Vora,36,Other,Accounts,Accounts Officer,MBA,86907,1/27/2018,7,1,1,6,Yes,4,2,Single,2,28.1,11,Kolkata,No
EMP20234171,Ranbir Savant,37,Other,Accounts,HR Executive,MBA,34301,11/12/2023,2,2,1,27,Yes,1,3,Divorced,3,31.5,12,Mumbai,Yes
EMP20234172,Romil Varkey,58,Male,IT,Sales Associate,BA,119352,1/29/2019,6,3,5,27,No,3,2,Married,2,33.7,30,Delhi,Yes
EMP20234173,Abram Bhat,24,Female,Accounts,Accounts Officer,B.Tech,43453,9/16/2017,8,8,4,2,Yes,4,4,Married,2,32.5,6,Mumbai,No
EMP20234174,Sana Walia,34,Male,HR,Accounts Officer,BA,81925,10/23/2018,7,3,4,23,Yes,5,4,Single,1,5.5,17,Pune,Yes
EMP20234175,Lakshay Bhattacharyya,57,Female,IT,Office Assistant,MBA,42784,3/2/2022,3,3,2,17,No,5,1,Married,4,18,24,Chennai,Yes
EMP20234176,Armaan Bala,42,Male,HR,Office Assistant,MBA,97016,5/4/2022,3,0,4,3,No,5,3,Divorced,4,36.4,26,Bengaluru,No
EMP20234177,Elakshi Ganesh,47,Male,Sales,Office Assistant,B.Tech,32730,7/29/2021,4,0,3,55,No,1,3,Single,3,13.7,20,Mumbai,No
EMP20234178,Nitara Mallick,25,Male,Accounts,Office Assistant,MBA,34934,8/26/2016,9,6,1,1,Yes,3,1,Married,3,4.4,29,Bengaluru,Yes
EMP20234179,Kanav Sampath,47,Other,IT,HR Executive,Diploma,55501,5/25/2019,6,2,5,53,Yes,1,4,Divorced,5,16.6,14,Pune,No
EMP20234180,Dishani Bansal,48,Male,Accounts,Sales Associate,M.Com,83029,4/8/2022,3,1,4,58,Yes,4,4,Single,5,12.5,6,Delhi,No
EMP20234181,Inaaya  Karpe,59,Male,Sales,Sales Associate,Diploma,51237,12/20/2020,5,0,1,51,Yes,4,2,Single,3,18.5,27,Delhi,No
EMP20234182,Hazel Dasgupta,33,Male,Sales,Accounts Officer,MBA,38871,1/27/2018,7,6,2,24,Yes,1,1,Divorced,2,4.4,26,Chennai,Yes
EMP20234183,Pranay Ahuja,51,Male,IT,HR Executive,BA,51787,2/18/2022,3,3,4,47,No,5,4,Married,5,10.6,21,Hyderabad,No
EMP20234184,Anvi Dua,50,Male,Sales,HR Executive,M.Com,71073,2/2/2018,7,0,3,41,Yes,3,3,Divorced,2,45.7,13,Bengaluru,Yes
EMP20234185,Zaina Vasa,38,Other,Accounts,Office Assistant,BA,56681,9/13/2015,10,2,3,36,No,1,2,Married,3,34.4,28,Hyderabad,Yes
EMP20234186,Divyansh Babu,53,Male,HR,Software Engineer,Diploma,47765,1/17/2019,6,3,3,13,Yes,1,2,Divorced,2,44.1,22,Pune,No
EMP20234187,Anahi Kari,39,Female,Accounts,Accounts Officer,BA,21003,7/31/2022,3,0,5,18,Yes,2,3,Married,0,34.5,17,Hyderabad,No
EMP20234188,Keya Dube,26,Female,Sales,HR Executive,MBA,30114,4/28/2021,4,2,3,45,Yes,4,4,Single,3,7.9,7,Chennai,No
EMP20234189,Anaya Goyal,31,Other,Admin,Accounts Officer,Diploma,79640,3/13/2020,5,5,2,6,No,3,1,Married,0,33.1,1,Delhi,Yes
EMP20234190,Saira Tata,40,Male,Admin,Software Engineer,MBA,92396,11/9/2018,7,0,1,6,No,1,3,Married,2,29.7,1,Mumbai,Yes
EMP20234191,Nitya Tata,46,Male,Accounts,HR Executive,Diploma,38916,4/2/2018,7,4,2,3,No,1,4,Married,0,37.4,5,Delhi,Yes
EMP20234192,Anaya Gala,34,Female,Sales,Office Assistant,Diploma,34638,11/8/2018,7,3,2,15,No,3,4,Single,1,15.6,21,Hyderabad,No
EMP20234193,Samiha Walla,28,Male,Sales,Accounts Officer,B.Tech,118292,6/18/2018,7,7,2,1,No,2,4,Married,1,20.3,11,Hyderabad,Yes
EMP20234194,Mamooty Sandal,37,Other,Admin,Sales Associate,Diploma,90220,8/1/2017,8,1,3,57,No,2,3,Single,2,43,3,Kolkata,No
EMP20234195,Aarush Sandal,43,Other,Admin,Sales Associate,Diploma,64179,8/30/2021,4,3,4,36,Yes,5,1,Divorced,1,44.1,20,Chennai,Yes
EMP20234196,Ela Iyer,47,Male,HR,Office Assistant,B.Tech,80415,8/18/2018,7,3,2,44,Yes,2,2,Divorced,3,3.9,20,Delhi,Yes
EMP20234197,Kaira Ganguly,38,Female,Accounts,Accounts Officer,BA,59796,3/9/2019,6,5,5,26,No,2,2,Married,5,39,27,Pune,No
EMP20234198,Rania Kashyap,58,Other,Sales,HR Executive,Diploma,89535,5/29/2017,8,0,3,58,No,5,3,Married,3,12.2,9,Pune,No
EMP20234199,Kaira Mall,28,Male,IT,Office Assistant,M.Com,74896,5/15/2021,4,4,1,47,No,2,3,Divorced,2,5.5,5,Bengaluru,Yes
EMP20234200,Faiyaz Dua,35,Female,Accounts,Software Engineer,BA,48352,11/19/2018,7,1,1,50,Yes,5,2,Married,2,34.4,24,Pune,No
EMP20234201,Oorja Vohra,37,Female,HR,HR Executive,BA,102467,9/12/2016,9,1,2,56,Yes,3,2,Divorced,1,44.8,19,Kolkata,No
EMP20234202,Navya Sarkar,23,Male,HR,HR Executive,Diploma,86742,3/9/2019,6,3,3,19,Yes,4,4,Married,0,44.6,1,Mumbai,No
EMP20234203,Vidur Issac,32,Other,Accounts,Software Engineer,MBA,16446,6/30/2015,10,9,4,24,No,5,3,Married,3,1.1,17,Kolkata,No
EMP20234204,Divit Soman,33,Other,IT,HR Executive,Diploma,18353,7/19/2018,7,4,3,9,No,3,1,Divorced,0,32.5,0,Chennai,Yes
EMP20234205,Saksham Tata,31,Female,IT,Office Assistant,MBA,97309,5/6/2024,1,1,5,31,No,1,3,Single,1,39.4,21,Chennai,No
EMP20234206,Keya Kade,50,Other,IT,Office Assistant,B.Tech,20342,7/17/2020,5,4,3,1,No,2,3,Single,4,18.3,14,Bengaluru,No
EMP20234207,Oorja Bhatt,25,Male,Accounts,Accounts Officer,BA,103772,3/18/2020,5,3,3,46,Yes,3,4,Married,1,14.2,5,Chennai,Yes
EMP20234208,Eva Dugar,31,Male,Admin,Office Assistant,Diploma,113313,3/29/2023,2,1,5,11,No,2,4,Divorced,3,15,23,Chennai,No
EMP20234209,Hridaan Chadha,54,Male,Accounts,Office Assistant,Diploma,114133,12/30/2020,5,5,2,48,Yes,3,1,Single,2,43.4,9,Pune,Yes
EMP20234210,Vanya Karpe,26,Female,Accounts,Office Assistant,B.Tech,95754,6/14/2021,4,2,1,47,Yes,4,2,Married,2,31.9,5,Kolkata,No
EMP20234211,Sara Konda,26,Other,IT,Sales Associate,MBA,76861,2/3/2017,8,0,3,0,No,1,4,Married,2,20,23,Mumbai,No
EMP20234212,Aarna Sani,50,Female,Accounts,HR Executive,Diploma,102946,9/30/2020,5,0,1,23,Yes,1,3,Married,4,35.9,10,Hyderabad,Yes
EMP20234213,Tiya Agate,39,Male,IT,Accounts Officer,MBA,55088,7/14/2018,7,3,4,46,No,5,4,Single,0,37.7,13,Kolkata,No
EMP20234214,Yuvraj  Gulati,25,Male,Accounts,Sales Associate,M.Com,68967,6/8/2022,3,2,2,10,Yes,4,4,Married,5,26.3,3,Delhi,No
EMP20234215,Samar Chandra,32,Male,HR,Software Engineer,M.Com,115704,6/21/2016,9,9,4,8,Yes,5,3,Divorced,1,36.7,3,Mumbai,No
EMP20234216,Shlok Gulati,57,Other,Admin,Software Engineer,BA,60714,5/13/2017,8,7,4,48,No,2,1,Single,5,19.6,25,Delhi,No
EMP20234217,Shlok Gour,23,Female,Accounts,Sales Associate,B.Tech,93321,4/17/2023,2,0,5,50,No,4,3,Single,0,16.8,13,Pune,No
EMP20234218,Vidur Goyal,22,Male,Sales,Accounts Officer,MBA,58946,6/14/2023,2,2,2,9,Yes,1,4,Married,4,44.9,4,Delhi,Yes
EMP20234219,Jayan Saini,44,Other,Sales,HR Executive,BA,20848,6/7/2021,4,0,5,51,Yes,2,4,Married,0,40.3,26,Kolkata,Yes
EMP20234220,Sahil Sibal,37,Male,HR,HR Executive,B.Tech,34806,6/7/2021,4,3,1,18,Yes,3,1,Divorced,2,6.1,30,Delhi,No
EMP20234221,Yuvaan Dua,28,Other,Accounts,HR Executive,M.Com,100329,7/24/2020,5,4,2,11,No,5,2,Married,5,5.7,6,Chennai,No
EMP20234222,Ranbir Bose,50,Male,Admin,HR Executive,MBA,74951,9/25/2021,4,2,1,15,Yes,2,3,Divorced,2,38.1,30,Chennai,Yes
EMP20234223,Yakshit Mand,41,Female,HR,Accounts Officer,B.Tech,60571,8/30/2016,9,9,5,46,No,3,3,Married,1,39.9,24,Mumbai,Yes
EMP20234224,Onkar Deshpande,42,Male,Accounts,Office Assistant,M.Com,80706,11/17/2020,5,5,1,6,No,1,3,Married,5,40.7,1,Mumbai,Yes
EMP20234225,Anika Mallick,23,Female,IT,Accounts Officer,BA,73486,1/14/2021,4,4,4,23,No,5,1,Divorced,2,34.6,5,Kolkata,No
EMP20234226,Badal Bains,51,Female,Sales,Software Engineer,Diploma,115869,3/4/2019,6,2,3,32,Yes,1,3,Married,0,27.4,22,Kolkata,No
EMP20234227,Amani Chad,48,Other,IT,Software Engineer,BA,86374,7/16/2015,10,10,2,51,No,5,2,Single,1,16.5,10,Hyderabad,No
EMP20234228,Kashvi Kanda,41,Other,Sales,Office Assistant,Diploma,114316,8/21/2019,6,6,2,18,Yes,3,2,Single,4,34.9,1,Mumbai,No
EMP20234229,Hazel Bail,53,Female,HR,Sales Associate,Diploma,106573,12/18/2019,6,4,3,51,Yes,5,2,Divorced,2,22.2,27,Chennai,Yes
EMP20234230,Raunak Bava,52,Male,HR,Accounts Officer,M.Com,93560,3/18/2018,7,7,2,54,Yes,5,3,Single,0,29.1,9,Bengaluru,No
EMP20234231,Tanya Rajagopalan,49,Other,HR,HR Executive,Diploma,109870,10/19/2015,10,7,1,6,Yes,4,4,Single,4,24.5,23,Hyderabad,No
EMP20234232,Elakshi Sura,38,Other,Admin,HR Executive,Diploma,74654,5/24/2017,8,1,4,40,Yes,3,2,Single,0,46.9,4,Delhi,No
EMP20234233,Navya Ben,44,Female,HR,Accounts Officer,B.Tech,28951,7/7/2023,2,2,5,20,No,1,3,Divorced,5,41,27,Mumbai,No
EMP20234234,Uthkarsh Kapoor,25,Male,Accounts,HR Executive,MBA,96232,3/25/2024,1,1,2,33,No,2,1,Divorced,1,1.6,2,Mumbai,Yes
EMP20234235,Shaan Desai,24,Female,HR,Sales Associate,MBA,68200,10/11/2018,7,1,3,47,No,5,2,Single,1,48.2,28,Kolkata,No
EMP20234236,Prisha Agarwal,26,Female,Sales,Sales Associate,BA,98872,1/17/2021,4,3,3,22,Yes,3,3,Married,0,35.3,26,Delhi,No
EMP20234237,Nirvaan Hayre,25,Male,Sales,HR Executive,BA,107129,4/29/2019,6,3,4,5,Yes,5,2,Divorced,4,10.2,19,Hyderabad,No
EMP20234238,Samiha Shukla,39,Male,HR,Software Engineer,MBA,20866,12/23/2015,10,3,5,48,Yes,1,3,Divorced,1,46.6,14,Delhi,No
EMP20234239,Aarna Kala,26,Other,HR,Accounts Officer,MBA,116883,8/20/2020,5,0,4,56,Yes,4,2,Married,5,39.8,12,Mumbai,Yes
EMP20234240,Darshit Shanker,44,Male,Admin,Office Assistant,BA,39269,10/2/2015,10,4,4,2,Yes,3,2,Divorced,1,32.4,26,Delhi,No
EMP20234241,Reyansh Yogi,23,Other,Sales,Accounts Officer,M.Com,109516,4/17/2023,2,0,4,6,No,4,3,Divorced,4,41,26,Bengaluru,No
